"X1" "X2" "X3" "X4" "X5"
"1" 0.494928186623344 0.450006704021437 0.644496511297067 0.826287969767692 0.783827889757348
"2" 0.417589157023935 0.661664937864669 0.707414230652179 0.853501445938579 0.747508462536846
"3" 0.54361132072021 0.35746749622212 0.910351540338621 0.786162042741844 0.699485423305537
"4" 0.414127418322274 0.657702359955229 0.77595415078363 0.856775135555963 0.747508462536846
"5" 0.369786707304858 0.807279129292625 0 0.894538056720943 0.837487999790571
"6" 0.473394614376612 0.681540767290036 0.461703623472903 0.864488550227835 0.813044867101536
"7" 0.385582863844606 0.687308927849579 0.657998663542689 0.795358571251489 0.783827889757348
"8" 0.252980625994408 0.547936668496061 0.342208830916067 0.859161943566477 0.783827889757348
"9" 0.485796396537302 0.679114103398268 0.378948060968191 0.860153529090748 0.893336728419794
"10" 0.575174735807336 0.762496324628167 0.753471998900025 0.936343611113396 0.975151013116368
"11" 0.527396569069157 0.554381206506052 0.621855921418838 0.813540709643042 0.747508462536846
"12" 0.111457843671598 0.459920768836085 0.699175728841089 0.805500297775554 0.747508462536846
"13" 0.520051402201552 0.769286169469273 0.389797480653452 0.893983150978683 0.893336728419794
"14" 0.804729399582274 0.97855723825516 0.43009340421217 0.883184713894836 1
"15" 0.710781463913565 0.71337444305156 0.624214096293966 0.770689621983694 0.747508462536846
"16" 0.167069207936849 0.32990657462898 0.598049225562079 0.762255336555276 0.699485423305537
"17" 0.847961335904331 0.66589450472194 0.64098809037512 0.802175771320985 0.747508462536846
"18" 0.485481611675346 0.400736627617309 0.666014431046316 0.778226977304168 0.699485423305537
"19" 0.360687808151743 0.712947213768371 0.642149467677419 0.789709380473759 0.747508462536846
"20" 0.366314936803033 0.756321432414405 0.20918875692424 0.785095929163934 0.87692765336304
"21" 0.364786061201122 0.658151203449181 0.58704202662443 0.741772363233998 0.837487999790571
"22" 0.14250454751532 0.306570027157691 0.793180166671977 0.762997956496721 0.783827889757348
"23" 0.689168369861843 0.791310745583234 0.627204319835198 0.821008461360176 0.813044867101536
"24" 0.470603511094689 0.0685931655313473 0.950826865402167 0.695554701213358 0.783827889757348
"25" 0.378862682582782 0.506786039590706 0.508525684562755 0.754075025992997 0.747508462536846
"26" 0.209077094772838 0.692722629758937 0.541664942104008 0.847327914121918 0.783827889757348
"27" 0.476356068355639 0.298951728650555 0.879381184096038 0.820118197220711 0.783827889757348
"28" 0.369786707304858 0.58117144261397 0.427144799856399 0.776194239163979 0.699485423305537
"29" 0.398700164826753 0.700993375657781 0.164548158420497 0.857348910947784 0.813044867101536
"30" 0.560329312578801 0.701977300766804 0.280839358754197 0.870485479735444 0.747508462536846
"31" 0.626060927883456 0.748277439474164 0.522415431276181 0.867560314082758 0.813044867101536
"32" 0.639176122438345 0.665161664186531 0.441019211618656 0.823840795274705 0.747508462536846
"33" 0.670930630610199 0.795992268605117 0.628369434665815 0.854261926961653 0.908126381311577
"34" 0.2011158876822 0.552464162614019 0.908212565669823 0.738474321101281 0.85850040433019
"35" 0.258617963087359 0.531212165429093 0.54954131206227 0.821565926629126 0.85850040433019
"36" 0.696041953732391 0.674828993324983 0.662699366705897 0.870056166853511 0.747508462536846
"37" 0.664571646595839 0.487473638138351 0.865796426165496 0.672082574436235 0.908126381311577
"38" 0.172017279298682 0.419070512906579 0.918067285504628 0.806767218575363 0.783827889757348
"39" 0.693284708272791 0.701744658940644 0.745418342068555 0.980007023537396 0.893336728419794
"40" 0.502168776832922 0.634717120280923 0.659331468521631 0.860911559020701 0.747508462536846
"41" 0.64512689955551 0.515052565379917 0.727014517319619 0.859530375765491 0.908126381311577
"42" 0.497946920568302 0.717830660418532 0.476013424704488 0.781008984162646 0.813044867101536
"43" 0.357231042857559 0.668254555720975 0.724290620826369 0.752382853604661 0.747508462536846
"44" 0.427154832904397 0.646821912382352 0.697755440114605 0.81648581552625 0.893336728419794
"45" 0.234200587129889 0.622397871865235 0.76185481814245 0.78811122077682 0.783827889757348
"46" 0.209334513558936 0.667513016778605 0.572440924511176 0.73695986884779 0.783827889757348
"47" 0.717958890932675 0.822466096077687 0.660412498382738 0.841925091832558 0.983899467436498
"48" 0.704399167254525 0.68450076839289 0.447899163742516 0.841999022693091 0.813044867101536
"49" 0.923270259200979 0.894770198813012 0.665211012688488 0.888333656553151 0.908126381311577
"50" 0.443273714225126 0.75150062494032 0.447132356240901 0.888062816910184 0.813044867101536
"51" 0.649782007982916 0.589534065654834 0.702313671572896 0.72721638918884 0.85850040433019
"52" 0.695532885689073 0.751242446420271 0.662020971738286 0.867819523025569 0.87692765336304
"53" 0.539651430411686 0.170745574358501 0.768799757937281 0.730103090919158 0.699485423305537
"54" 0.540659281241272 0.552016866756943 0.447740525673895 0.803436851605178 0.747508462536846
"55" 0.586064883383432 0.508247729361643 0.824552820120242 0.915847728701001 0.813044867101536
"56" 0.665429406211559 0.392929230061613 0.588806119556995 0.868535391000541 0.783827889757348
"57" 0.543644829644681 0.730753433361063 0.661091146183575 0.882958774783927 0.813044867101536
"58" 0.564328243962399 0.610176958635369 0.608162960231704 0.846775372774491 0.747508462536846
"59" 0.435673843832685 0.378496986654997 0.757603941252909 0.965298176220998 0.783827889757348
"60" 0.31445081256125 0.619037076021884 0.862459888624769 0.839309247864917 0.813044867101536
"61" 0.640424526651899 0.6881923940817 0.764555561353372 0.767534292532984 0.747508462536846
"62" 0.420014458555324 0.372507630088631 0.881246803368066 0.799512645759503 0.813044867101536
"63" 0.451512830172504 0.819402022877748 0.520805134876671 0.882285326643524 0.908126381311577
"64" 0.633199060945462 0.56323231050262 0.763892804520847 0.742653674571455 0.893336728419794
"65" 0.483521303277762 0.3840976871503 0.999510607255878 0.683151355289042 0.893336728419794
"66" 0.271175774099278 0.483709664778319 0.525660110630741 0.772905069044708 0.783827889757348
"67" 0.463867063778487 0.402219606074507 0.764948259245511 0.873610181783925 0.813044867101536
"68" 0.452014908123783 0.528248533280948 0.733594406544992 0.789298255956308 0.783827889757348
"69" 0.520665024525293 0.642179419852902 0.605388532563877 0.855496483009048 0.783827889757348
"70" 0.644815988872379 0.727476102834934 0.48781321959323 0.868445274821244 0.747508462536846
"71" 0.749146813572069 0.627373133799436 0.583588416786624 0.814357864917961 0.783827889757348
"72" 0.133187951235395 0.79300320735044 0.343456997593161 0.782076325885031 0.813044867101536
"73" 0.237229686821388 0.517289091468638 0.445783484871401 0.844033109768401 0.783827889757348
"74" 0.593158150516833 0.807966344785058 0.348554155169028 0.807047837107687 0.813044867101536
"75" 0.464968460286692 0.731140506071135 0.110401840311373 0.876049131831339 0.783827889757348
"76" 0.617806840033924 0.416272373326566 0.646766624501629 0.866575143251282 0.783827889757348
"77" 0.319205587837236 0.592701078556286 0.583921109063509 0.876293392795766 0.921587738667033
"78" 0.642575320722647 0.392003956773023 0.633785589766981 0.853763736659669 0.747508462536846
"79" 0.765144019680002 0.764189249518136 0.836813524967204 0.811003223089037 0.975151013116368
"80" 0.338449367727545 0.500168488310762 0.851135697346005 0.788894827492952 0.837487999790571
"81" 0.454128763686134 0.664850538528767 0.591054913703682 0.862685269382548 0.813044867101536
"82" 0.529836124812611 0.295731272939396 0.877107918150634 0.691513278119778 0.699485423305537
"83" 0.648914269163841 0.603023153959591 0.642755279067272 0.835340779776335 0.747508462536846
"84" 0.480645718402589 0.628087641827865 0.746207118069677 0.85402573676957 0.783827889757348
"85" 0.324495417067512 0.657881930993997 0.297231860543267 0.800227353964538 0.699485423305537
"86" 0.604417788461942 0.755561105147289 0.829562719364455 0.852282139813712 0.955956366301093
"87" 0.387276514215429 0.828344912102416 0.613020222707013 0.888460678467251 0.87692765336304
"88" 0.736101028858554 0.64352041986404 0.357566738316414 0.845056896853828 0.783827889757348
"89" 0.338605339102926 0.256910291709935 0.759349016069673 0.928634959041451 0.783827889757348
"90" 0.553394110259979 0.545148036092897 0.650572681110251 0.850512626629591 0.747508462536846
"91" 0.355884356902269 0.593157542216744 0.834808640506556 0.865598014501697 0.87692765336304
"92" 0.294175412814843 0.669006391932122 0.57097803947586 0.8570275160223 0.813044867101536
"93" 0.349556257123391 0.644904585429459 0.630825269013571 0.757183113797368 0.813044867101536
"94" 0.311947851467383 0.674587762397973 0.872078753059372 0.835865496984837 0.837487999790571
"95" 0.384527966128827 0.673094756360201 0.570284917143266 0.8745079726533 0.783827889757348
"96" 0.395227096132979 0 0.896906880521257 0.896397971015155 0.813044867101536
"97" 0.51246042591943 0.734473723001341 0.554569300433291 0.823949614525673 0.783827889757348
"98" 0.56930212722852 0.492160803022402 0.799662318902748 0.806845201577582 0.747508462536846
"99" 0.66371334292596 0.746890710059639 0.446233157957479 0.880344839061548 0.783827889757348
"100" 0.377688894096396 0.497083308438164 0.697007733543926 0.774966155564545 0.747508462536846
"101" 0.448280730533009 0.679593536917302 0.814370549409566 0.784993328943 0.955956366301093
"102" 0.295262860425644 0.554905382242469 0.349637819690398 0.863962481366842 0.783827889757348
"103" 0.263407791338343 0.501360519303832 0.47194123855725 0.832083710319803 0.783827889757348
"104" 0.262088151907811 0.645098837502183 0.43083686019404 0.86215516891886 0.783827889757348
"105" 0.686517678456363 0.72325989448095 0.356350005057018 0.852108358668473 0.783827889757348
"106" 0.382528941153234 0.989164387557128 0.554904286131059 0.791021863411573 0.992165662107671
"107" 0.638364041653813 0.660782520139471 0.405563132339234 0.756769127665289 0.628420863141647
"108" 0.416632540465595 0.402027958925042 0.604930196350122 0.903435723346236 0.783827889757348
"109" 0.566076127115766 0.813665988788376 0.221129220556404 0.856939213495953 0.87692765336304
"110" 0.498189514746641 0.301678854108143 0.794569994308592 0.807514795899809 0.783827889757348
"111" 0.265384840672263 0.696395469565589 0.488336874910327 0.805672747573389 0.783827889757348
"112" 0.588368602711749 0.974000298243541 0.662247115239401 0.889650262380982 0.992165662107671
"113" 0.320510227419807 0.55204318731602 0.901789617038335 0.83329294542268 0.813044867101536
"114" 0.728318004702061 0.698809390167484 0.868219272763322 0.872206807602667 0.93393985639117
"115" 0.462835912920266 0.67793599275922 0.804262332235827 0.821309362444368 0.813044867101536
"116" 0.404134591525175 0.653683942431957 0.678573527463791 0.955208002280515 0.893336728419794
"117" 0.409547281054261 0.68234427677783 0.60979114093382 1 0.93393985639117
"118" 0.322524017792085 0.289155368413525 0.799175267033153 0.73536182283905 0.747508462536846
"119" 0.404877336837913 0.318555043688471 0.528383696322496 0.765936062512125 0.699485423305537
"120" 0.701390548486553 0.640743895076366 0.708731941798939 0.768737366727143 0.945351705729062
"121" 0.659198295333966 0.674916694049832 0.721341950815797 0.803381473642415 0.783827889757348
"122" 0.636300414437503 0.605666427111711 0.811262765530577 0.841036113885228 0.699485423305537
"123" 0.273632504450548 0.389377992064001 0.830844547445286 0.718610544300097 0.783827889757348
"124" 0.300566727598413 0.679375651090735 0.587067598427988 0.874038964728655 0.783827889757348
"125" 0.19093499420956 0.809589357589648 0.134495598890739 0.853251679604904 0.85850040433019
"126" 0.160547285024212 0.659540840804686 0.750468992571609 0.742715039008152 0.783827889757348
"127" 0 0.078785297625269 0.880696764645916 0.756074314661513 0.747508462536846
"128" 0.18962977501249 0.546065714648949 0.72126758892068 0.791513212387378 0.699485423305537
"129" 0.656919700893915 0.457265473352275 0.610554136685376 0.812019961898782 0.783827889757348
"130" 0.665000594367358 0.79326764660594 0.565352764096426 0.853770130361233 0.813044867101536
"131" 0.371043503547714 0.545892924824257 0.591540292476209 0.865968706236711 0.85850040433019
"132" 0.25708659979756 0.575493053469398 0.842171594306124 0.83693891399003 0.747508462536846
"133" 0.464151380966486 0.640858845147376 0.639295957146081 0.757135013096344 0.783827889757348
"134" 0.675649941178265 0.514253701363475 0.667921951177129 0.807078996398217 0.747508462536846
"135" 0.702046461258907 0.657230772293607 0.23046532757792 0.872460975623687 0.85850040433019
"136" 0.67956511525091 0.759188509749379 0.287393533008983 0.862167510342912 0.93393985639117
"137" 0.399557722709614 0.700749843252742 0.367880629335228 0.872490512322346 0.813044867101536
"138" 0.280447013469498 0.483680040566673 0.629154442013161 0.780965494221655 0.699485423305537
"139" 0.521755222087828 0.313932347931115 0.959321303151365 0.879606582835432 0.813044867101536
"140" 0.709863080928494 0.658846357579262 0.777912243199242 0.872319148091466 0.783827889757348
"141" 0.332548260796064 0.544415556471426 0.264184546774148 0.856288543503758 0.783827889757348
"142" 0.549863103381467 0.554276317748352 0.317299673178841 0.852050403227926 0.783827889757348
"143" 0.520733187610627 0.292602437351614 0.620333827942781 0.77926311735585 0.628420863141647
"144" 0.408621985522055 0.657657460182139 0.362348980173343 0.851676571498893 0.747508462536846
"145" 0.168838453990417 0.754879170771001 0.211518077809038 0.762255336555276 0.747508462536846
"146" 0.602430039943492 0.799608551481685 0.76507097018139 0.945940059143996 0.813044867101536
"147" 0.890062300561814 0.687050154915638 0.681951494332287 0.880104729524431 0.783827889757348
"148" 0.7101297724617 0.621712857027499 0.416767906717367 0.827933990782417 0.628420863141647
"149" 0.775883481977325 0.617326646231413 0.689198985455805 0.798505180511383 0.699485423305537
"150" 0.433530939233303 0.666914808552065 0.528694850354589 0.865202374552862 0.837487999790571
"151" 0.39795402031551 0.52628736210225 0.297396540039691 0.857348910947784 0.783827889757348
"152" 0.453340932385995 0.705774136025057 0.765561779859257 0.84658431424744 0.93393985639117
"153" 0.28593077479536 0.186486219833749 0.906191501838008 0.855019970114572 0.783827889757348
"154" 0.808288840631709 0.668940084603787 0.574826650708961 0.863815462333773 0.893336728419794
"155" 0.25152603308717 0.603071749176181 0.433650147438901 0.882211640337779 0.783827889757348
"156" 0.418398073938731 0.460354264925661 0.59294502363412 0.869476551872111 0.699485423305537
"157" 0.678867890222212 0.730875687295414 0.228845697768029 0.870937799339206 0.85850040433019
